ISIN,Mnemonic,SecurityDesc,SecurityType,Currency,SecurityID,Date,Time,StartPrice,MaxPrice,MinPrice,EndPrice,TradedVolume,NumberOfTrades
"DE0006916604","PFV","PFEIFFER VACUUM TECH.O.N.","Common stock","EUR",2505061,2017-08-22,15:16,138.15,138.15,138.15,138.15,50,1
"DE0006969603","PUM","PUMA SE","Common stock","EUR",2505067,2017-08-22,15:16,350.05,350.05,350.05,350.05,1,1
"DE0007030009","RHM","RHEINMETALL AG","Common stock","EUR",2505071,2017-08-22,15:16,88.64,88.64,88.59,88.59,2853,24
"DE0007037129","RWE","RWE AG ST O.N.","Common stock","EUR",2505072,2017-08-22,15:16,20.8,20.8,20.79,20.79,15478,19
"DE0007037145","RWE3","RWE AG VZO O.N.","Common stock","EUR",2505073,2017-08-22,15:16,15.225,15.225,15.225,15.225,54,2
"DE0007074007","KWS","KWS SAAT SE O.N.","Common stock","EUR",2505075,2017-08-22,15:16,350.25,350.25,350.25,350.25,5,1
"DE0007100000","DAI","DAIMLER AG NA O.N.","Common stock","EUR",2505076,2017-08-22,15:16,60.77,60.77,60.77,60.77,2411,8
"DE0007164600","SAP","SAP SE O.N.","Common stock","EUR",2505077,2017-08-22,15:16,89.6,89.63,89.6,89.63,632,7
"DE0007165631","SRT3","SARTORIUS AG VZO O.N.","Common stock","EUR",2505079,2017-08-22,15:16,85.44,85.44,85.44,85.44,6,1
"DE0007231326","SIX2","SIXT SE ST O.N.","Common stock","EUR",2505085,2017-08-22,15:16,61.55,61.6,61.55,61.6,357,9
"DE0007235301","SGL","SGL CARBON SE O.N.","Common stock","EUR",2505087,2017-08-22,15:16,11.905,11.96,11.905,11.96,30174,13
"DE0007236101","SIE","SIEMENS AG NA","Common stock","EUR",2505088,2017-08-22,15:16,112.5,112.5,112.5,112.5,961,8
"DE0007251803","SAZ","STADA ARZNEIMITT. NA O.N.","Common stock","EUR",2505089,2017-08-22,15:16,76.6,76.6,76.6,76.6,66,1
"DE0007257503","CEC","CECONOMY AG  ST O.N.","Common stock","EUR",2505090,2017-08-22,15:16,9.387,9.387,9.387,9.387,461,1
"DE0007274136","STO3","STO SE+CO.KGAA VZO O.N.","Common stock","EUR",2505092,2017-08-22,15:16,117.8,117.8,117.8,117.8,20,1
"DE0007297004","SZU","SUEDZUCKER AG  O.N.","Common stock","EUR",2505095,2017-08-22,15:16,18.335,18.335,18.335,18.335,239,2
"DE0007446007","TTK","TAKKT AG O.N.","Common stock","EUR",2505097,2017-08-22,15:16,20.17,20.17,20.17,20.17,529,4
"DE0007461006","TPE","PVA TEPLA AG O.N.","Common stock","EUR",2505100,2017-08-22,15:16,3.638,3.638,3.638,3.638,169,1
"DE0007472060","WDI","WIRECARD AG","Common stock","EUR",2505101,2017-08-22,15:16,68.92,68.94,68.92,68.94,1161,11
"DE0007480204","DEQ","DEUTSCHE EUROSHOP AG O.N.","Common stock","EUR",2505102,2017-08-22,15:16,33.55,33.555,33.545,33.545,514,5
"DE0007500001","TKA","THYSSENKRUPP AG O.N.","Common stock","EUR",2505105,2017-08-22,15:16,25.38,25.38,25.375,25.375,2058,7
"DE0007657231","VIB3","VILLEROY + BOCH AG VZ","Common stock","EUR",2505112,2017-08-22,15:16,19.305,19.305,19.305,19.305,26,1
"DE0007664039","VOW3","VOLKSWAGEN AG VZO O.N.","Common stock","EUR",2505114,2017-08-22,15:16,127.15,127.15,127.15,127.15,330,1
"DE0008019001","PBB","DT.PFANDBRIEFBK AG","Common stock","EUR",2505126,2017-08-22,15:16,12.05,12.065,12.04,12.045,11213,22
"DE0008051004","WUW","WUESTENROT+WUERTT.AG O.N.","Common stock","EUR",2505128,2017-08-22,15:16,22.495,22.505,22.49,22.505,912,12
"DE0008232125","LHA","LUFTHANSA AG VNA O.N.","Common stock","EUR",2505130,2017-08-22,15:16,20.955,20.965,20.955,20.96,8013,8
"DE0008303504","TEG","TAG IMMOBILIEN AG","Common stock","EUR",2505131,2017-08-22,15:16,13.99,13.99,13.99,13.99,633,3
"DE0008402215","HNR1","HANNOVER RUECK SE NA O.N.","Common stock","EUR",2505132,2017-08-22,15:16,104.85,104.85,104.85,104.85,98,3
"DE0008404005","ALV","ALLIANZ SE NA O.N.","Common stock","EUR",2505133,2017-08-22,15:16,183.1,183.1,183.1,183.1,20,1
"FI0009000681","NOA3","NOKIA OYJ EO-,06","Common stock","EUR",2505156,2017-08-22,15:16,5.29,5.29,5.29,5.29,1353,4
"GB00B03MLX29","R6C","ROYAL DUTCH SHELL A EO-07","Common stock","EUR",2505360,2017-08-22,15:16,23.23,23.23,23.23,23.23,100,1
"GB0009252882","GS7","GLAXOSMITHKLINE   LS-,25","Common stock","EUR",2505383,2017-08-22,15:16,16.63,16.63,16.63,16.63,500,1
"IE00B4WXJD03","EUNJ","ISHSIII-MSCI P.EX-J.DLDIS","ETF","EUR",2505664,2017-08-22,15:16,37.99,37.99,37.99,37.99,3,1
"IE00B7WK2W23","UIQI","UBS ETFS-MSCI AC AXJ.AADL","ETF","USD",2505772,2017-08-22,15:16,140.97,140.97,140.97,140.97,71,1
"LU0061462528","RRTL","RTL GROUP","Common stock","EUR",2505811,2017-08-22,15:16,66.98,66.98,66.98,66.98,76,4
"LU0307018795","SFQ","SAF HOLLAND S.A.   EO-,01","Common stock","EUR",2505867,2017-08-22,15:16,15.73,15.745,15.73,15.745,3012,17
"LU0378449770","C011","COMST.-NASDAQ-100 U.ETF I","ETF","EUR",2505914,2017-08-22,15:16,51.966,51.966,51.966,51.966,450,1
"LU0775917882","GYC","GRAND CITY PROPERT.EO-,10","Common stock","EUR",2506054,2017-08-22,15:16,18.145,18.145,18.145,18.145,100,3
"LU1291109293","XU61","BNPPE.-NMX30 I.GL UECEO","ETF","EUR",2506147,2017-08-22,15:16,52.5,52.5,52.5,52.5,100,1
"LU1296758029","CCAP","CORESTATE CAPITAL HLDG","Common stock","EUR",2506149,2017-08-22,15:16,53.12,53.12,53.12,53.12,2,1
"NL0012169213","QIA","QIAGEN NV         EO -,01","Common stock","EUR",2506272,2017-08-22,15:16,26.995,27,26.995,27,444,2
"US01609W1027","AHLA","ALIBABA GR.HLDG SP.ADR 1","Common stock","EUR",2506421,2017-08-22,15:16,146.95,146.95,146.95,146.95,50,2
"US03965L1008","ALU2","ARCONIC INC.         DL 1","Common stock","EUR",2506438,2017-08-22,15:16,21.58,21.59,21.58,21.59,384,2
"US30303M1027","FB2A","FACEBOOK INC.A DL-,000006","Common stock","EUR",2506484,2017-08-22,15:16,143.5,143.5,143.5,143.5,30,1
"US3755581036","GIS","GILEAD SCIENCES   DL-,001","Common stock","EUR",2506495,2017-08-22,15:16,62.35,62.35,62.35,62.35,20,1
"US4781601046","JNJ","JOHNSON + JOHNSON    DL 1","Common stock","EUR",2506514,2017-08-22,15:16,113.65,113.65,113.65,113.65,26,1
"US61166W1018","MOO","MONSANTO CO.       DL-,01","Common stock","EUR",2506533,2017-08-22,15:16,99.46,99.46,99.46,99.46,59,3
"US88160R1014","TL0","TESLA INC. DL -,001","Common stock","EUR",2506575,2017-08-22,15:16,289,289,289,289,3,1
"CY0105562116","AT1","AROUNDTOWN PROP.HD.EO-,01","Common stock","EUR",2509634,2017-08-22,15:16,5.319,5.319,5.319,5.319,672,1
"DE000BFB0019","B4B","METRO AG   ST O.N.","Common stock","EUR",2532386,2017-08-22,15:16,17.44,17.44,17.4,17.4,11602,12
"AT0000A0E9W5","SANT","S+T AG (Z.REG.MK.Z.)O.N.","Common stock","EUR",2504159,2017-08-22,15:17,16.865,16.865,16.865,16.865,224,1
"AT0000746409","OEWA","VERBUND AG       INH. A","Common stock","EUR",2504176,2017-08-22,15:17,18.525,18.525,18.525,18.525,230,2
"CH0011075394","ZFIN","ZURICH INSUR.GR.NA.SF0,10","Common stock","EUR",2504215,2017-08-22,15:17,257.65,257.65,257.65,257.65,1,1
"LU0411075020","DBPD","DB X-TR.SHORTDAX X2 DA.1C","ETF","EUR",2504272,2017-08-22,15:17,4.109,4.109,4.109,4.109,11100,1
"DE000A0DPRE6","LNSX","SIXT LEASING O.N.","Common stock","EUR",2504289,2017-08-22,15:17,21.155,21.155,21.15,21.155,1000,2
"DE000A0D9PT0","MTX","MTU AERO ENGINES NA O.N.","Common stock","EUR",2504297,2017-08-22,15:17,120.35,120.35,120.25,120.25,515,6
"DE000A0HL8N9","2GB","2G ENERGY AG","Common stock","EUR",2504311,2017-08-22,15:17,21.35,21.35,21.35,21.35,63,1
"DE000A0HN5C6","DWNI","DEUTSCHE WOHNEN SE INH","Common stock","EUR",2504314,2017-08-22,15:17,35.1,35.1,35.1,35.1,142,1
"DE000A0H08L5","EXH6","IS.S.E.600 MEDIA U.ETF A.","ETF","EUR",2504329,2017-08-22,15:17,25.34,25.34,25.34,25.34,730,1
"DE000A0KF6S5","M3B","MIC AG","Common stock","EUR",2504354,2017-08-22,15:17,0.615,0.615,0.615,0.615,50,1
"DE000A0LD2U1","AOX","ALSTRIA OFFICE REIT-AG","Common stock","EUR",2504379,2017-08-22,15:17,12.425,12.425,12.425,12.425,442,1
"DE000A0LD6E6","GXI","GERRESHEIMER AG","Common stock","EUR",2504380,2017-08-22,15:17,70.2,70.2,70.2,70.2,11,1
"DE000A0STST2","TTI","TOM TAILOR HLDG  NA O.N.","Common stock","EUR",2504401,2017-08-22,15:17,8.836,8.836,8.836,8.836,96,1
"DE000A0WMPJ6","AIXA","AIXTRON SE NA O.N.","Common stock","EUR",2504428,2017-08-22,15:17,7.453,7.457,7.453,7.457,998,3
"DE000A0XYHT5","IBU","IBU-TEC ADV.MATER. INH.ON","Common stock","EUR",2504434,2017-08-22,15:17,16.42,16.42,16.42,16.42,76,1
"DE000A0Z2XN6","RIB","RIB SOFTWARE SE  NA EO 1","Common stock","EUR",2504436,2017-08-22,15:17,15.025,15.025,15.025,15.025,440,1
"DE000A1DAHH0","BNR","BRENNTAG AG NA O.N.","Common stock","EUR",2504453,2017-08-22,15:17,46,46.045,46,46.045,869,6
"DE000A1EWWW0","ADS","ADIDAS AG NA O.N.","Common stock","EUR",2504471,2017-08-22,15:17,189.25,189.25,189.25,189.25,343,1
"DE000A1H8BV3","NOEJ","NORMA GROUP SE NA O.N.","Common stock","EUR",2504474,2017-08-22,15:17,52.06,52.06,52.05,52.05,110,2
"DE000A1ML7J1","VNA","VONOVIA SE NA O.N.","Common stock","EUR",2504501,2017-08-22,15:17,35.45,35.455,35.45,35.45,1103,6
"DE000A1PHFF7","BOSS","HUGO BOSS AG NA O.N.","Common stock","EUR",2504512,2017-08-22,15:17,70.7,70.73,70.7,70.72,359,4
"DE000A1RFM03","LIO1","SYGNIS AG","Common stock","EUR",2504515,2017-08-22,15:17,1.69,1.69,1.69,1.69,1000,1
"DE000A1TNV91","ADE","BITCOIN GROUP SE  O.N.","Common stock","EUR",2504520,2017-08-22,15:17,22.2,22.2,22.2,22.2,34,1
"DE000A1X3XX4","DIC","DIC ASSET AG NA O.N.","Common stock","EUR",2504532,2017-08-22,15:17,9.72,9.72,9.72,9.72,499,1
"DE000A12DM80","G24","SCOUT24 AG NA O.N.","Common stock","EUR",2504556,2017-08-22,15:17,34.04,34.04,34.03,34.03,114,5
"DE000A12UKK6","RKET","ROCKET INTERNET SE","Common stock","EUR",2504560,2017-08-22,15:17,18.775,18.81,18.77,18.775,4305,14
"DE000A13SX22","HLE","HELLA KGAA HUECK+CO. O.N.","Common stock","EUR",2504580,2017-08-22,15:17,46.475,46.475,46.475,46.475,54,2
"DE000A2AADD2","IGY","INNOGY SE  INH. O.N.","Common stock","EUR",2504618,2017-08-22,15:17,37.325,37.325,37.32,37.32,400,5
"DE000A2DAM03","AAG","AUMANN AG","Common stock","EUR",2504639,2017-08-22,15:17,63.41,63.6,63.41,63.41,400,4
"DE000BASF111","BAS","BASF SE NA O.N.","Common stock","EUR",2504663,2017-08-22,15:17,82.14,82.17,82.14,82.15,7441,28
"DE000BAY0017","BAYN","BAYER AG NA O.N.","Common stock","EUR",2504664,2017-08-22,15:17,108.85,108.85,108.85,108.85,569,1
"DE000CBK1001","CBK","COMMERZBANK AG","Common stock","EUR",2504665,2017-08-22,15:17,10.745,10.75,10.745,10.75,599,3
"DE000ENAG999","EOAN","E.ON SE NA O.N.","Common stock","EUR",2504666,2017-08-22,15:17,9.449,9.449,9.448,9.448,3831,5
"DE000EVNK013","EVK","EVONIK INDUSTRIES NA O.N.","Common stock","EUR",2504806,2017-08-22,15:17,27.81,27.81,27.81,27.81,111,3
"DE000HLAG475","HLAG","HAPAG-LLOYD AG NA O.N.","Common stock","EUR",2504809,2017-08-22,15:17,37.7,37.7,37.685,37.695,1315,9
"DE000KGX8881","KGX","KION GROUP AG","Common stock","EUR",2504811,2017-08-22,15:17,75.24,75.24,75.2,75.2,595,7
"DE000KSAG888","SDF","K+S AG NA O.N.","Common stock","EUR",2504812,2017-08-22,15:17,19.84,19.855,19.84,19.845,4381,20
"DE000LED4000","OSR","OSRAM LICHT AG NA O.N.","Common stock","EUR",2504813,2017-08-22,15:17,69.11,69.16,69.11,69.16,920,6
"DE000PAH0038","PAH3","PORSCHE AUTOM.HLDG VZO","Common stock","EUR",2504816,2017-08-22,15:17,47.955,47.955,47.935,47.935,2233,14
"DE000PAT1AG3","P1Z","PATRIZIA IMMOBILIEN NA ON","Common stock","EUR",2504817,2017-08-22,15:17,16.32,16.335,16.32,16.335,254,2
"DE000PSM7770","PSM","PROSIEBENSAT.1  NA O.N.","Common stock","EUR",2504848,2017-08-22,15:17,34.05,34.05,34.05,34.05,365,3
"DE000SHA0159","SHA","SCHAEFFLER AG INH. VZO","Common stock","EUR",2504849,2017-08-22,15:17,11.635,11.64,11.635,11.64,1497,8
"DE000SYM9999","SY1","SYMRISE AG INH. O.N.","Common stock","EUR",2504852,2017-08-22,15:17,61.78,61.78,61.76,61.76,137,3
"DE000TLX1005","TLX","TALANX AG NA O.N.","Common stock","EUR",2504854,2017-08-22,15:17,35.615,35.615,35.615,35.615,12,1
"DE000TUAG000","TUI1","TUI AG NA O.N.","Common stock","EUR",2504855,2017-08-22,15:17,14.625,14.625,14.62,14.62,3475,8
"DE000UNSE018","UN01","UNIPER SE  NA O.N.","Common stock","EUR",2504856,2017-08-22,15:17,20.815,20.815,20.81,20.81,1533,7
"DE000WACK012","WAC","WACKER NEUSON SE NA O.N.","Common stock","EUR",2504858,2017-08-22,15:17,24.07,24.07,24.07,24.07,161,2
"DE000WAF3001","WAF","SILTRONIC AG NA O.N.","Common stock","EUR",2504859,2017-08-22,15:17,84.02,84.12,83.97,83.97,1638,19
"DE000WCH8881","WCH","WACKER CHEMIE        O.N.","Common stock","EUR",2504860,2017-08-22,15:17,105.15,105.2,105.1,105.2,438,6
"DE000WNDL110","WDL","WINDELN.DE SE O.N.","Common stock","EUR",2504861,2017-08-22,15:17,3.101,3.101,3.101,3.101,5313,2
"DE000XNG8888","O1BC","XING AG NA O.N.","Common stock","EUR",2504862,2017-08-22,15:17,256,256,256,256,28,1
"DE000ZAL1111","ZAL","ZALANDO SE","Common stock","EUR",2504863,2017-08-22,15:17,40.06,40.06,40.045,40.045,441,6
"DE0002635307","EXSA","ISH.STOX.EUROPE 600 U.ETF","ETF","EUR",2504871,2017-08-22,15:17,37.52,37.52,37.52,37.52,12,1
"DE0005089031","UTDI","UTD.INTERNET AG NA","Common stock","EUR",2504878,2017-08-22,15:17,50,50,49.995,49.995,127,2
"DE0005102008","BSL","BASLER AG O.N.","Common stock","EUR",2504880,2017-08-22,15:17,158.5,158.5,158.5,158.5,12,1
"DE0005103006","ADV","ADVA OPT.NETW.SE  O.N.","Common stock","EUR",2504881,2017-08-22,15:17,6.338,6.347,6.338,6.347,171,2
"DE0005111702","ZO1","ZOOPLUS AG","Common stock","EUR",2504885,2017-08-22,15:17,157,157,156.8,156.8,352,6
"DE0005137004","QSC","QSC AG NA O.N.","Common stock","EUR",2504887,2017-08-22,15:17,1.737,1.737,1.737,1.737,180,2
"DE0005140008","DBK","DEUTSCHE BANK AG NA O.N.","Common stock","EUR",2504888,2017-08-22,15:17,13.755,13.76,13.755,13.76,8188,5
"DE0005158703","BC8","BECHTLE AG O.N.","Common stock","EUR",2504894,2017-08-22,15:17,58.67,58.67,58.65,58.65,655,5
"DE0005168108","B5A","BAUER AG","Common stock","EUR",2504896,2017-08-22,15:17,25.99,25.99,25.97,25.97,351,5
"DE0005190003","BMW","BAY.MOTOREN WERKE AG ST","Common stock","EUR",2504900,2017-08-22,15:17,79.47,79.47,79.45,79.46,2537,12
"DE0005200000","BEI","BEIERSDORF AG O.N.","Common stock","EUR",2504906,2017-08-22,15:17,89.55,89.56,89.55,89.55,229,5
"DE0005232805","BDT","BERTRANDT AG O.N.","Common stock","EUR",2504918,2017-08-22,15:17,69.34,69.34,69.34,69.34,24,1
"DE0005408116","ARL","AAREAL BANK AG","Common stock","EUR",2504927,2017-08-22,15:17,34.48,34.48,34.47,34.48,1019,8
"DE0005439004","CON","CONTINENTAL AG O.N.","Common stock","EUR",2504933,2017-08-22,15:17,195.45,195.45,195.4,195.45,3603,27
"DE0005470306","EVD","CTS EVENTIM KGAA","Common stock","EUR",2504934,2017-08-22,15:17,37.435,37.465,37.41,37.45,794,10
"DE0005470405","LXS","LANXESS AG","Common stock","EUR",2504935,2017-08-22,15:17,63.69,63.69,63.69,63.69,29,1
"DE0005501357","SPR","A.SPRINGER SE VNA","Common stock","EUR",2504947,2017-08-22,15:17,53.65,53.65,53.65,53.65,12,1
"DE0005545503","DRI","DRILLISCH AG O.N.","Common stock","EUR",2504950,2017-08-22,15:17,55.8,55.81,55.8,55.8,482,4
"DE0005550636","DRW3","DRAEGERWERK VZO O.N.","Common stock","EUR",2504952,2017-08-22,15:17,89.91,89.91,89.91,89.91,48,1
"DE0005552004","DPW","DEUTSCHE POST AG NA O.N.","Common stock","EUR",2504953,2017-08-22,15:17,35.2,35.21,35.195,35.21,4337,10
"DE0005557508","DTE","DT.TELEKOM AG NA","Common stock","EUR",2504954,2017-08-22,15:17,15.58,15.58,15.58,15.58,104,1
"DE0005659700","EUZ","ECKERT+ZIEGLER AG O.N.","Common stock","EUR",2504962,2017-08-22,15:17,34.105,34.105,34.025,34.025,70,2
"DE0005664809","EVT","EVOTEC AG O.N.","Common stock","EUR",2504963,2017-08-22,15:17,15.5,15.51,15.5,15.51,4415,5
"DE0005677108","ELG","ELMOS SEMICONDUCTOR AG","Common stock","EUR",2504964,2017-08-22,15:17,21.19,21.2,21.19,21.2,190,2
"DE0005772206","FIE","FIELMANN AG O.N.","Common stock","EUR",2504969,2017-08-22,15:17,70.64,70.64,70.64,70.64,42,1
"DE0005773303","FRA","FRAPORT AG FFM.AIRPORT","Common stock","EUR",2504970,2017-08-22,15:17,82.47,82.47,82.46,82.47,267,3
"DE0005785604","FRE","FRESENIUS SE+CO.KGAA O.N.","Common stock","EUR",2504973,2017-08-22,15:17,70.11,70.11,70.11,70.11,2045,8
"DE0005785802","FME","FRESEN.MED.CARE KGAA O.N.","Common stock","EUR",2504974,2017-08-22,15:17,79.53,79.54,79.53,79.53,219,3
"DE0005790430","FPE3","FUCHS PETROL.SE VZO O.N.","Common stock","EUR",2504976,2017-08-22,15:17,47.705,47.705,47.705,47.705,375,2
"DE0005810055","DB1","DEUTSCHE BOERSE NA O.N.","Common stock","EUR",2504978,2017-08-22,15:17,89.79,89.79,89.79,89.79,464,3
"DE0005878003","GIL","DMG MORI AG O.N.","Common stock","EUR",2504984,2017-08-22,15:17,51.44,51.44,51.44,51.44,98,3
"DE0005895403","GMM","GRAMMER AG O.N.","Common stock","EUR",2504985,2017-08-22,15:17,43.905,43.92,43.88,43.92,1148,15
"DE0005936124","OHB","OHB SE   O.N.","Common stock","EUR",2504994,2017-08-22,15:17,31.7,31.7,31.7,31.7,72,1
"DE0005937007","MAN","MAN SE ST O.N.","Common stock","EUR",2504995,2017-08-22,15:17,94.15,94.15,94.15,94.15,33,1
"DE0006047004","HEI","HEIDELBERGCEMENT AG O.N.","Common stock","EUR",2505002,2017-08-22,15:17,81.04,81.07,81.02,81.03,3795,18
"DE0006048408","HEN","HENKEL AG+CO.KGAA ST O.N.","Common stock","EUR",2505003,2017-08-22,15:17,101.3,101.3,101.3,101.3,1264,9
"DE0006048432","HEN3","HENKEL AG+CO.KGAA VZO","Common stock","EUR",2505004,2017-08-22,15:17,113.6,113.6,113.6,113.6,877,5
"DE0006062144","1COV","COVESTRO AG  O.N.","Common stock","EUR",2505008,2017-08-22,15:17,66.83,66.83,66.79,66.8,1378,14
"DE0006084403","HBM","HORNBACH BAUMARKT AG O.N.","Common stock","EUR",2505011,2017-08-22,15:17,32.365,32.365,32.365,32.365,40,1
"DE0006200108","INH","INDUS HOLDING AG","Common stock","EUR",2505014,2017-08-22,15:17,63.58,63.58,63.58,63.58,9,1
"DE0006202005","SZG","SALZGITTER AG O.N.","Common stock","EUR",2505016,2017-08-22,15:17,36.92,36.92,36.91,36.91,308,3
"DE0006219934","JUN3","JUNGHEINRICH AG O.N.VZO","Common stock","EUR",2505020,2017-08-22,15:17,35.265,35.265,35.21,35.21,3893,27
"DE0006229107","JEN","JENOPTIK AG O.N.","Common stock","EUR",2505023,2017-08-22,15:17,23.425,23.425,23.425,23.425,139,1
"DE0006231004","IFX","INFINEON TECH.AG NA O.N.","Common stock","EUR",2505024,2017-08-22,15:17,18.97,18.97,18.97,18.97,2481,3
"DE0006289309","EXX1","ISHS ESTXX BNKS.30-15 UC.","ETF","EUR",2505027,2017-08-22,15:17,12.93,12.93,12.93,12.93,2802,1
"DE0006305006","DEZ","DEUTZ AG O.N.","Common stock","EUR",2505037,2017-08-22,15:17,6.291,6.291,6.291,6.291,523,1
"DE0006452907","NEM","NEMETSCHEK SE O.N.","Common stock","EUR",2505040,2017-08-22,15:17,64.68,64.68,64.63,64.63,157,4
"DE0006483001","LIN","LINDE AG O.N.","Common stock","EUR",2505043,2017-08-22,15:17,167.2,167.2,167.2,167.2,1177,5
"DE0006599905","MRK","MERCK KGAA O.N.","Common stock","EUR",2505050,2017-08-22,15:17,92.22,92.22,92.15,92.16,1081,17
"DE0006602006","G1A","GEA GROUP AG","Common stock","EUR",2505051,2017-08-22,15:17,38.41,38.41,38.39,38.39,459,6
"DE0006627201","MUB","MUEHLBAUER HOLD.AG O.N.","Common stock","EUR",2505054,2017-08-22,15:17,38.115,38.115,38.11,38.11,20,2
"DE0006632003","MOR","MORPHOSYS AG O.N.","Common stock","EUR",2505055,2017-08-22,15:17,57.92,57.93,57.92,57.93,112,2
"DE0006766504","NDA","AURUBIS AG","Common stock","EUR",2505060,2017-08-22,15:17,73.86,73.86,73.84,73.84,508,7
"DE0006969603","PUM","PUMA SE","Common stock","EUR",2505067,2017-08-22,15:17,350.25,350.25,350.25,350.25,6,1
"DE0007030009","RHM","RHEINMETALL AG","Common stock","EUR",2505071,2017-08-22,15:17,88.6,88.6,88.59,88.59,586,4
"DE0007037129","RWE","RWE AG ST O.N.","Common stock","EUR",2505072,2017-08-22,15:17,20.795,20.795,20.79,20.79,6129,6
"DE0007042301","RHK","RHOEN-KLINIKUM O.N.","Common stock","EUR",2505074,2017-08-22,15:17,27.525,27.525,27.515,27.515,333,7
"DE0007100000","DAI","DAIMLER AG NA O.N.","Common stock","EUR",2505076,2017-08-22,15:17,60.76,60.76,60.75,60.75,6349,21
"DE0007164600","SAP","SAP SE O.N.","Common stock","EUR",2505077,2017-08-22,15:17,89.64,89.65,89.63,89.63,4659,17
"DE0007231326","SIX2","SIXT SE ST O.N.","Common stock","EUR",2505085,2017-08-22,15:17,61.58,61.58,61.45,61.45,1136,15
"DE0007235301","SGL","SGL CARBON SE O.N.","Common stock","EUR",2505087,2017-08-22,15:17,11.95,11.95,11.9,11.92,9354,27
"DE0007236101","SIE","SIEMENS AG NA","Common stock","EUR",2505088,2017-08-22,15:17,112.5,112.5,112.45,112.45,6257,9
"DE0007251803","SAZ","STADA ARZNEIMITT. NA O.N.","Common stock","EUR",2505089,2017-08-22,15:17,76.6,76.6,76.6,76.6,597,6
"DE0007257503","CEC","CECONOMY AG  ST O.N.","Common stock","EUR",2505090,2017-08-22,15:17,9.391,9.397,9.391,9.397,5179,10
"DE0007297004","SZU","SUEDZUCKER AG  O.N.","Common stock","EUR",2505095,2017-08-22,15:17,18.335,18.34,18.335,18.34,1616,9
"DE0007446007","TTK","TAKKT AG O.N.","Common stock","EUR",2505097,2017-08-22,15:17,20.165,20.165,20.165,20.165,40,1
"DE0007472060","WDI","WIRECARD AG","Common stock","EUR",2505101,2017-08-22,15:17,68.94,68.94,68.94,68.94,14,1
"DE0007480204","DEQ","DEUTSCHE EUROSHOP AG O.N.","Common stock","EUR",2505102,2017-08-22,15:17,33.545,33.545,33.545,33.545,268,1
"DE0007500001","TKA","THYSSENKRUPP AG O.N.","Common stock","EUR",2505105,2017-08-22,15:17,25.375,25.375,25.365,25.365,2006,4
"DE0007664039","VOW3","VOLKSWAGEN AG VZO O.N.","Common stock","EUR",2505114,2017-08-22,15:17,127.15,127.2,127.1,127.1,3244,10
"DE0007667107","VOS","VOSSLOH AG O.N.","Common stock","EUR",2505115,2017-08-22,15:17,57.2,57.2,57.2,57.2,8,1
"DE0007856023","ZIL2","ELRINGKLINGER AG NA O.N.","Common stock","EUR",2505124,2017-08-22,15:17,15.38,15.385,15.38,15.385,346,2
"DE0008019001","PBB","DT.PFANDBRIEFBK AG","Common stock","EUR",2505126,2017-08-22,15:17,12.055,12.055,12.045,12.045,2131,10
"DE0008232125","LHA","LUFTHANSA AG VNA O.N.","Common stock","EUR",2505130,2017-08-22,15:17,20.96,20.96,20.955,20.955,5510,6
"DE0008303504","TEG","TAG IMMOBILIEN AG","Common stock","EUR",2505131,2017-08-22,15:17,13.99,13.99,13.99,13.99,47,1
"DE0008402215","HNR1","HANNOVER RUECK SE NA O.N.","Common stock","EUR",2505132,2017-08-22,15:17,104.85,104.9,104.85,104.85,489,3
"DE0008430026","MUV2","MUENCH.RUECKVERS.VNA O.N.","Common stock","EUR",2505134,2017-08-22,15:17,177.85,177.85,177.85,177.85,32,1
"DK0060534915","NOVC","NOVO-NORDISK NAM.B DK-,20","Common stock","EUR",2505141,2017-08-22,15:17,39.075,39.075,39.075,39.075,25,1
"FI0009000681","NOA3","NOKIA OYJ EO-,06","Common stock","EUR",2505156,2017-08-22,15:17,5.287,5.287,5.287,5.287,36,1
"FR0010315770","LYYA","LYX.MSCI WORLD U.ETF DEO","ETF","EUR",2505211,2017-08-22,15:17,163.23,163.23,163.23,163.23,43,1
"GB00BH4HKS39","VODI","VODAFONE GROUP PLC","Common stock","EUR",2505354,2017-08-22,15:17,2.444,2.444,2.444,2.444,2661,2
"GB0000566504","BIL","BHP BILLITON       DL-,50","Common stock","EUR",2505369,2017-08-22,15:17,15.31,15.32,15.305,15.305,2408,4
"GB0007980591","BPE5","BP PLC             DL-,25","Common stock","EUR",2505380,2017-08-22,15:17,4.846,4.846,4.846,4.846,293,2
"GB0059822006","DLG","DIALOG SEMICOND.   LS-,10","Common stock","EUR",2505387,2017-08-22,15:17,37.895,37.91,37.89,37.91,682,7
"IE00BYZK4552","2B76","ISHS IV-AUTO.+ROBOTIC.ETF","ETF","EUR",2505551,2017-08-22,15:17,5.525,5.525,5.525,5.525,29000,1
"LU0061462528","RRTL","RTL GROUP","Common stock","EUR",2505811,2017-08-22,15:17,67.02,67.02,67.02,67.02,13,1
"LU0307018795","SFQ","SAF HOLLAND S.A.   EO-,01","Common stock","EUR",2505867,2017-08-22,15:17,15.74,15.745,15.74,15.745,510,4
"LU0488316133","C012","COMSTAGE-S+P 500 U.ETF I","ETF","EUR",2505981,2017-08-22,15:17,231.47,231.48,231.47,231.47,50,2
